"Suggested citation: CSIS IFI COVID-19 Response Tracker, CSIS Economics Program, Last Updated October 19, 2020",,,,,,,,,,,,,,,,,,,,,,,
"Note: CSIS methodology for estimating disbursements assumes full disbursement of emergency financing instruments as indicated by the financing institutions themselves. In the case of IMF and RFA lending, disbursements are based on press releases and correspond to actual disbursement schedules. However, disbursement schedules from other official sources, including many MDB operations, are often not included in public press announcements. For purposes of this dataset, we assume full disbursement of such operations, which likely results in an overestimation of MDB disbursements.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Institution,Date,Institution Type,Type,Guarantee?,Institutional Commitment ($M),Approved Value ($M),Disbursed Value ($M),Country/Recipient,Region,GDP per capita (nominal),GDP per capita (PPP),Income group,Sector,Green,Description,Link,,,,,,,
AfDB,5.22.2020,MDB,Covid,,,209,209,Kenya,Africa,1816.546916,4509.322442,Lower middle income,General,,"The Board of Directors of the African Development Bank today approved an Û188 million loan to support the Government of KenyaÕs efforts to respond to the COVID-19 pandemic and mitigate the related economic, health and social impacts.It follows a request by the Government of Kenya, as part of its COVID-19 Emergency Response intervention, to help contain the scourge.",https://www.afdb.org/en/news-and-events/press-releases/kenya-eu188m-african-development-bank-loan-boost-covid-19-response-35735,,,,,,,
AfDB,5.15.2020,MDB,Covid,,,13.7,13.7,Zimbabwe,Africa,1463.98591,2953.484113,Lower middle income,Health,,The Board of Directors of the African Development Bank has approved a $13.7 million grant to finance the COVID-19 response in Zimbabwe. The funds will provide an immediate lifeline for targeted frontline responders and health personnel and boost the countryÕs Global Health Security Index in the wake of the novel coronavirus pandemic.,https://www.afdb.org/en/news-and-events/press-releases/zimbabwe-african-development-bank-approves-137-million-strengthen-health-system-boost-anti-covid-19-efforts-35675,,,,,,,
AfDB,4.29.2020,MDB,Covid,,,40,40,Angola,Africa,2973.59116,6929.678158,Lower middle income,General,,"The Board of Directors of the African Development Bank on 15 April approved a $40 million financial package to support AngolaÕs Banco Millennium Atl‰ntico (BMA) to bolster local production and job creation through its portfolio of small and medium-sized enterprises. Against the backdrop of the Covid-19 pandemic and the collapse of oil prices, the package will also help to create direct and indirect jobs, contribute critically needed foreign exchange savings through import substitution, and lay a foundation to boost exports to neighbouring countries.",https://www.afdb.org/en/news-and-events/press-releases/african-development-bank-approves-40-million-package-angolas-banco-millennium-atlantico-support-smes-35436,,,,,,,
AfDB,4.10.2020,MDB,Covid,,,10,10,,Africa,#NV,#NV,#NV,Health,,The Board of Directors of the African Development Bank has approved a $10-million equity investment in Razorite Healthcare Africa Fund 1 (RHAF1) to help improve healthcare infrastructure delivery across the continent.,https://www.afdb.org/en/news-and-events/press-releases/african-development-bank-group-approves-10-million-equity-razorite-healthcare-fund-africa-35206,,,,,,,
AfDB,4.8.2020,MDB,Covid,,"10,000",,,,Africa,#NV,#NV,#NV,General,,"The Facility entails $5.5 billion for sovereign operations in African Development Bank countries, and $3.1 billion for sovereign and regional operations for countries under the African Development Fund, the Bank Group's concessional arm that caters to fragile countries. An additional $1.35 billion will be devoted to private sector operations.",https://www.afdb.org/en/news-and-events/press-releases/african-development-bank-group-unveils-10-billion-response-facility-curb-covid-19-35174,,,,,,,
AfDB,4.1.2020,MDB,Covid,,,2,2,WHO,Africa,#NV,#NV,#NV,Health,,"The Board of Directors of the African Development Bank on Tuesday approved $2 million in emergency assistance for the World Health Organization (WHO) to reinforce its capacity to help African countries contain the COVID-19 pandemic and mitigate its impacts. The grant, which is in response to an international appeal by the WHO, will be used by the world body to equip Regional Member Countries to prevent, rapidly detect, investigate, contain and manage detected cases of COVID-19.",https://www.afdb.org/en/news-and-events/press-releases/african-development-bank-approves-2-million-emergency-assistance-who-led-measures-curb-covid-19-africa-35054,,,,,,,
AIIB,8.31.2020,MDB,Covid,,,82.6,82.6,Turkey,Middle East,9042.492983,27875.19325,Upper middle income,Health,,The Asian Infrastructure Investment BankÕs (AIIB) Board of Directors has approved a loan of EUR70 million (approximately USD82.6 million equivalent) to support the Government of Turkey in strengthening its healthcare emergency response against the COVID-19 pandemic.,https://www.aiib.org/en/news-events/news/2020/AIIB-Approves-EUR70-M-Loan-to-Support-Turkey-Healthcare-Infrastructure.html,,,,,,,
AIIB,8.28.2020,MDB,Covid,,,100,100,Bangladesh,Asia/Oceania,1855.739824,4950.743581,Lower middle income,Health,,"To help Bangladesh respond to the challenges of the COVID-19 pandemic, the Asian Infrastructure Investment Bank (AIIB) has approved a USD100-million loan which will enable the Government of Bangladesh to ramp up its testing, tracing and treatment capacity and improve the longer-term pandemic preparedness of the country.",https://www.aiib.org/en/news-events/news/2020/AIIB-Approves-USD100-Million-Loan-to-Bangladesh-for-COVID-19-Response.html,,,,,,,
AIIB,8.18.2020,MDB,Covid,,,100,100,Uzbekistan,Asia/Oceania,1724.841134,7288.765626,Lower middle income,Health,,The Asian Infrastructure Investment BankÕs (AIIB) Board of Directors has approved a loan of USD100 million to Uzbekistan to strengthen the countryÕs public health emergency response and preparedness to address the COVID-19 pandemic and enhance its resilience to future public health disasters.,https://www.aiib.org/en/news-events/news/2020/AIIB-Approves-100-M-Loan-to-Uzbekistan-for-Healthcare-Emergency-Response.html,,,,,,,
AIIB,8.17.2020,MDB,Covid,,,50,50,Kyrgyz Republic,Asia/Oceania,1309.392992,5470.811536,Lower middle income,General,,"The Asian Infrastructure Investment BankÕs (AIIB) Board of Directors has approved a loan of USD50 million to the Kyrgyz Republic to help address the urgent liquidity pressures faced by its micro, small and medium enterprises (MSMEs) as a result of the COVID-19 pandemic. This is AIIBÕs first project financing in the Kyrgyz Republic.",https://www.aiib.org/en/news-events/news/2020/AIIBs-First-Loan-to-the-Kyrgyz-Republic-Supports-Private-Sector-s-Pandemic-Response.html,,,,,,,
AIIB,8.14.2020,MDB,Covid,,,50,50,Fiji,Asia/Oceania,6220.046421,14427.58242,Upper middle income,General,,"To help the Republic of Fiji cope with the impact of the COVID-19 pandemic, the Asian Infrastructure Investment Bank (AIIB) has approved a USD50-million loan to support the governmentÕs efforts to provide assistance to the formal sector, including small and medium enterprises and their employees, and members of the informal sector, including women microenterpreneurs, such as hawkers.",https://www.aiib.org/en/news-events/news/2020/AIIB-Approves-USD50-Million-Loan-to-Fiji-for-COVID-19-Response.html,,,,,,,
AIIB,7.22.2020,MDB,Covid,,,250,250,Pakistan,Asia/Oceania,1284.702041,4884.88139,Lower middle income,General,,The Asian Infrastructure Investment BankÕs (AIIB) Board of Directors approved a loan of USD250 million to help Pakistan strengthen its response to the social and economic fallout from the COVID-19 pandemic.,https://www.aiib.org/en/news-events/news/2020/AIIB-Approves-USD250-Million-Loan-to-Assist-Pakistan-to-Mitigate-Impact-of-COVID-19.html,,,,,,,
AIIB,7.21.2020,MDB,Covid,,,52.98,52.98,Georgia,Eurasia,4769.186543,15636.55376,Upper middle income,General,,The Asian Infrastructure Investment BankÕs (AIIB) Board of Directors has approved a loan of EUR45 million (approximately USD50 million equivalent) to Georgia to mitigate the negative economic and social impacts of COVID-19 and sustain the momentum of pre-pandemic reforms that support economic growth and resilience.,https://www.aiib.org/en/news-events/news/2020/AIIB-Approves-EUR45-Million-Loan-to-Georgia-for-COVID-19-Crisis-Mitigation.html,,,,,,,
AIIB,7.17.2020,MDB,Covid,,,100,100,Vietnam,Asia/Oceania,2715.276036,8374.444328,Lower middle income,General,,The Asian Infrastructure Investment BankÕs (AIIB) Board of Directors approved a loan of USD100 million to VietnamÕs Prosperity Joint Stock Commercial Bank (VP Bank). AIIBÕs first project in Vietnam would help VP Bank expand lending to the private sectorÑincluding small and medium enterprisesÑto help sustain business activities disrupted by the COVID-19 pandemic.,https://www.aiib.org/en/news-events/news/2020/AIIB-Approves-First-Vietnam-Loan-to-Help-Private-Sector-COVID-19-Response.html,,,,,,,
AIIB,7.6.2020,MDB,Covid,,,750,750,Kazakhstan,Asia/Oceania,9731.145207,27443.57117,Upper middle income,General,,"The Asian Infrastructure Investment BankÕs (AIIB) Board of Directors has approved a loan of EUR661.8 million (approximately USD750 million equivalent) to provide budgetary support to the Government of Kazakhstan in mitigating the adverse impacts of COVID-19 on the health, income and economic opportunities of the countryÕs population.",https://www.aiib.org/en/news-events/news/2020/AIIB-Approves-EUR661.8-M-Loan-to-Support-Kazakhstan-Pandemic-Response.html,,,,,,,
AIIB,7.3.2020,MDB,Covid,,,500,500,Turkey,Middle East,9042.492983,27875.19325,Upper middle income,General,,"The Asian Infrastructure Investment BankÕs (AIIB) Board of Directors has approved loans totaling USD500 million to two development banks in Turkey, backed by a government guarantee, to alleviate liquidity constraints faced by Turkish companies in infrastructure and other productive sectors as a result of the COVID-19 pandemic.",https://www.aiib.org/en/news-events/news/2020/USD500-M-COVID-19-Loans-from-AIIB-to-Increase-Access-to-Liquidity-in-Turkey.html,,,,,,,
AIIB,7.1.2020,MDB,Covid,,,7.3,7.3,Maldives,Asia/Oceania,10790.50024,19698.23575,Upper middle income,Health,,"The Asian Infrastructure Investment BankÕs (AIIB) Board of Directors has approved a loan of USD7.3 million to the Maldives to strengthen the countryÕs health response to the COVID-19 pandemic. This is AIIBÕs first project financing in the country.
 
 Cofinanced with the World Bank, the project will immediately enable the government to scale up its efforts to provide protection to medical professionals through the provision of personal protective equipment and strengthen health systems through boosting testing capabilities.",https://www.aiib.org/en/news-events/news/2020/AIIB-Approves-First-Loan-to-Maldives-in-Support-of-COVID-19-Response.html,,,,,,,
AIIB,6.23.2020,MDB,Covid,,,1000,1000,Indonesia,Asia/Oceania,4135.569263,12301.7529,Upper middle income,General,,"The Asian Infrastructure Investment Bank (AIIB) has approved a total of USD1 billion in loans for two projects in Indonesia as part of a coordinated international effort to support the Indonesian GovernmentÕs plans to strengthen the countryÕs social safety nets, bolster its health response and stem the economic downturn from the coronavirus health crisis.
 
 The first loan, totaling USD750 million and cofinanced with the Asian Development Bank, will go toward bolstering economic aid for businesses, including small and medium-sized enterprises, support for poor and vulnerable households, and strengthening the countryÕs health care systems.
 
 AIIB, in partnership with the World Bank, has approved an additional USD250 million to further strengthen the governmentÕs immediate health response, which includes readiness for testing, surveillance, prevention and treatment of COVID-19, as well as hospital readiness.",https://www.aiib.org/en/news-events/news/2020/AIIB-Approves-USD1-Billion-in-Loans-to-Indonesia-for-COVID-19-Response.html,,,,,,,
AIIB,6.19.2020,MDB,Covid,,,100,100,Mongolia,Asia/Oceania,4295.235025,12819.94858,Lower middle income,General,,"The Asian Infrastructure Investment BankÕs (AIIB) Board of Directors has approved a loan of USD100 million to Mongolia to support its COVID-19 Rapid Response Program, which aims to mitigate the adverse health, social and economic impacts caused by the pandemic and to alleviate poverty. This is AIIBÕs first project financing in the country.",https://www.aiib.org/en/news-events/news/2020/AIIB-Approves-First-Loan-to-Mongolia-in-Support-of-COVID-19-Response.html,,,,,,,
AIIB,6.18.2020,MDB,Covid,,,500,500,Pakistan,Asia/Oceania,1284.702041,4884.88139,Lower middle income,General,,"The Asian Infrastructure Investment BankÕs (AIIB) Board of Directors has approved a loan of USD500 million for the COVID-19 Active Response and Expenditure Support (CARES) Program to support the Government of PakistanÕs efforts to effectively manage the COVID-19 outbreak and reduce its immediate social and economic impacts. AIIBÕs financing for CARES, funded under the BankÕs COVID-19 Crisis Recovery Facility (CRF), , created as part of the coordinated international response to counter the COVID-19 crisis, has an initial size of USD5-10 billion to support AIIB membersÕ urgent economic, financial and public health financing needs and quick recovery from the crisis.",https://www.aiib.org/en/news-events/news/2020/AIIB-Supports-Pakistans-Efforts-to-Manage-COVID-19-with-USD500-M-Loan.html,,,,,,,
AIIB,6.17.2020,MDB,Covid,,,750,750,India,Asia/Oceania,2104.1459,7034.217224,Lower middle income,General,,"The Asian Infrastructure Investment Bank (AIIB) has approved a USD750-million loan to India to assist the government to strengthen its response to the adverse impacts of the COVID-19 pandemic on millions of poor and vulnerable households. The current loan will be the second for India under AIIBÕs COVID-19 Crisis Recovery Facility (CRF), which was created as part of the coordinated international response to counter the pandemic, to support AIIB membersÕ urgent economic, financial, and public health needs and quick recovery from the crisis.",https://www.aiib.org/en/news-events/news/2020/AIIB-Approves-USD750-M-Loan-to-India-for-COVID-19-Response.html,,,,,,,
AIIB,5.29.2020,MDB,Covid,,,750,750,Philippines,Asia/Oceania,3485.084218,9277.374369,Lower middle income,General,,"the Asian Infrastructure Investment Bank (AIIB) has approved a USD750-million loan to the Philippines to stave off the worst public health and economic effects of the COVID-19 pandemic. AIIBÕs COVID-19 Crisis Recovery Facility, created as part of the coordinated international response to counter the pandemic, has an initial size of USD5-USD10 billion to support AIIB membersÕ urgent economic, financial, and public health needs and quick recovery from the crisis.",https://www.aiib.org/en/news-events/news/2020/AIIB-Approves-USD750-M-Loan-to-the-Philippines-for-COVID-19-Response.html,,,,,,,
